"Statistic Label","Year","Sex","Type of Procedure","Area","UNIT","VALUE"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Cork","Rate","2.82"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Cavan","Rate","2.38"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Carlow","Rate","2.74"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Donegal","Rate","3.65"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Dublin","Rate","3.42"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Galway","Rate","2.74"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Kildare","Rate","2.98"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Kilkenny","Rate","2.89"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Kerry","Rate","2.64"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Longford","Rate","2.86"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Louth","Rate","2.84"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Limerick","Rate","4.11"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Leitrim","Rate","4.64"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Laois","Rate","3.06"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Meath","Rate","2.94"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Monaghan","Rate","2.7"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Mayo","Rate","3.03"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Offaly","Rate","2.33"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Roscommon","Rate","3.26"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Sligo","Rate","5.18"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Tipperary","Rate","3.67"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Waterford","Rate","3.09"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Wicklow","Rate","3.21"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Westmeath","Rate","2.58"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Co. Wexford","Rate","2.25"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Non-residents","Rate","2.5"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Ireland plus non-residents","Rate","3.1"
"Average Length of Stay","2020","Female","Laparoscopic appendicectomy","Ireland","Rate","3.1"
"Average Length of Stay","2020","Female","Liver transplantation","Co. Clare","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Cork","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Cavan","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Carlow","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Donegal","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Dublin","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Galway","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Kildare","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Kilkenny","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Kerry","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Longford","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Louth","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Limerick","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Leitrim","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Laois","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Meath","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Monaghan","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Mayo","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Offaly","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Roscommon","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Sligo","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Tipperary","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Waterford","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Wicklow","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Westmeath","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Co. Wexford","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Non-residents","Rate",""
"Average Length of Stay","2020","Female","Liver transplantation","Ireland plus non-residents","Rate","58.73"
"Average Length of Stay","2020","Female","Liver transplantation","Ireland","Rate","58.73"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Clare","Rate","2.08"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Cork","Rate","4.24"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Cavan","Rate","2"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Carlow","Rate","4.59"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Donegal","Rate","2.6"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Dublin","Rate","4.73"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Galway","Rate","3.22"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Kildare","Rate","4.15"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Kilkenny","Rate","4.71"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Kerry","Rate","3.48"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Longford","Rate","3.64"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Louth","Rate","3.4"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Limerick","Rate","1.96"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Leitrim","Rate","1.4"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Laois","Rate","2.43"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Meath","Rate","3.6"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Monaghan","Rate","1.9"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Mayo","Rate","1.9"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Offaly","Rate","3.46"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Roscommon","Rate","5.75"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Sligo","Rate","2.62"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Tipperary","Rate","2.88"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Waterford","Rate","3.71"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Wicklow","Rate","2.47"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Westmeath","Rate","3.52"
"Average Length of Stay","2020","Female","Cholecystectomy","Co. Wexford","Rate","1.89"
"Average Length of Stay","2020","Female","Cholecystectomy","Non-residents","Rate",""
"Average Length of Stay","2020","Female","Cholecystectomy","Ireland plus non-residents","Rate","3.51"
"Average Length of Stay","2020","Female","Cholecystectomy","Ireland","Rate","3.51"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Clare","Rate","2.02"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Cork","Rate","3.97"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Cavan","Rate","2"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Carlow","Rate","3.38"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Donegal","Rate","2.39"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Dublin","Rate","3.62"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Galway","Rate","3.06"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Kildare","Rate","3.71"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Kilkenny","Rate","4.54"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Kerry","Rate","3"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Longford","Rate","3.8"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Louth","Rate","1.95"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Limerick","Rate","1.75"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Leitrim","Rate","1.4"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Laois","Rate","2.22"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Meath","Rate","3.58"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Monaghan","Rate","1.8"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Mayo","Rate","1.67"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Offaly","Rate","3.56"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Roscommon","Rate","3.22"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Sligo","Rate","2.67"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Tipperary","Rate","2.82"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Waterford","Rate","3.58"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Wicklow","Rate","2.33"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Westmeath","Rate","3.44"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Co. Wexford","Rate","1.92"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Non-residents","Rate",""
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Ireland plus non-residents","Rate","3.06"
"Average Length of Stay","2020","Female","Laparoscopic cholescystectomy","Ireland","Rate","3.06"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Clare","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Cork","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Cavan","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Carlow","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Donegal","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Dublin","Rate","4.19"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Galway","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Kildare","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Kilkenny","Rate","0"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Kerry","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Longford","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Louth","Rate","0"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Limerick","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Leitrim","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Laois","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Meath","Rate","0"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Monaghan","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Mayo","Rate","1.36"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Offaly","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Roscommon","Rate","0"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Sligo","Rate","0"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Tipperary","Rate","10.2"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Waterford","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Wicklow","Rate","0"
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Westmeath","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Co. Wexford","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Non-residents","Rate",""
"Average Length of Stay","2020","Female","Repair of inguinal hernia","Ireland plus non-residents","Rate","2.99"
